index	word	hiragana	meaning	meaning2	sentence	sentence meaning	group	level	set
11354	はめる	はめる	put (something) into a hole	frame etc.	彼女[かのじょ]は 指輪[ゆびわ]をたくさん<b>はめて</b>いますね。	She's wearing a lot of rings.	5k 	5	7
11359	休める	やすめる	give a rest	(body etc.)	疲[つか]れた 体[からだ]を<b> 休[やす]めて</b>ください。	Please rest your tired body.	3k	4	2
11360	兆し	きざし	omen	sign	景気[けいき] 回復[かいふく]の<b> 兆[きざ]し</b>が 見[み]えている	The signs of economic recovery can be seen.	7k	37	1
11364	半端	はんぱ	incompleteness	odd item	食事[しょくじ]するには<b> 半端[はんぱ]</b>な 時間[じかん]ですね	It is an odd time to eat.	8k	27	9
11369	ドリル	ドリル	drill		<b>ドリル</b>で 板[いた]に 穴[あな]を 開[あ]けています	I made some holes in the board with a drill.	8k 	8	2
11372	気まぐれ	きまぐれ	caprice	whim	彼女[かのじょ]はけっこう<b> 気[き]まぐれ</b>だ	She is quite fickle.	7k	4	2
11373	やり直す	やりなおす	do over again		急[いそ]いで<b>やり 直[なお]します</b>。	I'll do it over immediately.	4k	6	6
11375	間際	まぎわ	just before		出発[しゅっぱつ]<b> 間際[まぎわ]</b>になって 雨[あめ]が 降り出[ふりだ]した	Just as we were setting off it began to rain.	8k	21	3
11377	当てはめる	あてはめる	apply	fit	自分[じぶん]の 身[み]に<b> 当[あ]てはめて</b> 考[かんが]えてください	Please imagine yourself in that position.	7k	5	7
11380	頷く	うなずく	nod		彼女[かのじょ]は<b> 頷[うなず]いて</b> 同意[どうい]を 示[しめ]したの。	She showed agreement with a nod.	6k	61	1
11383	停車	ていしゃ	stop (of a train)		この 電車[でんしゃ]は 東京[とうきょう]まで<b> 停車[ていしゃ]</b>いたしません。	This train won't stop until it reaches Tokyo.	2k	23	5
11386	備わる	そなわる	be possessed of	be provided with	そのビルには 最新[さいしん]の 防犯[ぼうはん] 装置[そうち]が<b> 備[そな]わって</b>います	This building is equipped with the latest crime prevention devices.	8k	23	3
11388	でっかい	でっかい	big	huge	彼[かれ]には<b>でっかい</b> 夢[ゆめ]がある	He is ambitious.	8k 	8	4
11401	炭酸	たんさん	carbonic acid	soda	彼[かれ]は<b> 炭酸[たんさん]</b> 入[い]りの 飲み物[のみもの]が 好[す]きです	He likes fizzy soda.	9k	41	4
11403	格別	かくべつ	particular		今日[きょう]のパーティは<b> 格別[かくべつ]</b>に 楽[たの]しかった	Today's party was especially fun.	8k	14	2
11407	予知	よち	foreknowledge		彼女[かのじょ]は 未来[みらい]を<b> 予知[よち]</b>できるそうです	Apparently she can predict the future.	7k	9	8
11409	祝い	いわい	celebration	congratulation	結婚[けっこん]のお<b> 祝[いわ]い</b>に 食器[しょっき]を 頂[いただ]きました。	I received tableware as a wedding gift.	6k	24	10
11411	真意	しんい	real intention	true meaning	彼[かれ]の 発言[はつげん]の<b> 真意[しんい]</b>は 何[なん]なのだろう	What is the real intention of his remark?	8k	16	3
11417	ジャガイモ	ジャガイモ	potato		ポテトサラダを 作[つく]るから、<b>ジャガイモ</b>を 買[か]ってきて。	I'm going to make a potato salad so go and buy some potatoes.	1k	1	5
11423	占う	うらなう	divine	tell fortune	彼女[かのじょ]は 将来[しょうらい]を<b> 占[うらな]って</b>もらった	She had her fortune told.	9k	26	2
11429	交差	こうさ	crossing	intersection	この 先[さき]で 広[ひろ]い 道[みち]が<b> 交差[こうさ]</b>しています	There is an intersection with a wide road ahead.	7k	24	7
11440	前夜	ぜんや	eve	previous night	試験[しけん]<b> 前夜[ぜんや]</b> 彼[かれ]はもう 一度[いちど]ノートに 目[め]を 通[とお]した	He looked over his notebook again the night before the examination.	7k	6	2
11441	不可解	ふかかい	incomprehensible		彼[かれ]はときどき<b> 不可解[ふかかい]</b>な 行動[こうどう]をする	He sometimes behaves mysteriously.	7k	21	5
11442	非常識	ひじょうしき	lack of common sense		彼[かれ]は<b> 非常識[ひじょうしき]</b>な 時間[じかん]に 電話[でんわ]してきたの。	He called me at an unreasonable hour.	5k	17	1
11446	段落	だんらく	paragraph		次[つぎ]の<b> 段落[だんらく]</b>を 読[よ]んでください。	Please read the next paragraph.	5k	27	5
11448	返却	へんきゃく	return	return of something;  repayment	図書館[としょかん]に 本[ほん]を<b> 返却[へんきゃく]</b>したよ。	I returned the book to the library.	4k	38	2
11449	筆記	ひっき	note taking		今日[きょう]は<b> 筆記</b>用具[ひっきようぐ]を 忘[わす]れてしまった	I forgot my writing materials today.	9k	26	9
11455	快晴	かいせい	clear and fine weather		今日[きょう]は<b> 快晴[かいせい]</b>ですね。	Today's weather is clear and fine.	5k	30	5
11467	お目に掛かる	おめにかかる	meet	(humble)	<b>お 目[め]に 掛[か]かれて</b> 嬉[うれ]しいです。	It's a pleasure to meet you.	3k	2	2
11473	見落とす	みおとす	miss	fail to notice	間違[まちが]いを<b> 見落[みお]とした</b>の。	I failed to notice a mistake.	5k	10	5
11478	無くす	なくす	lose	get rid of	今日[きょう]、 鍵[かぎ]を<b> 無[な]くしました</b>。	I lost my key today.	1k	17	6
11491	既成	きせい	established	existing	これは<b> 既成[きせい]</b>の 事実[じじつ]です	This is an established fact.	8k	31	3
11492	強気	つよき	assertiveness	being strong-willed	彼女[かのじょ]は<b> 強気[つよき]</b>な 女性[じょせい]ですね。	She's a strong-willed woman.	3k	7	10
11503	遠ざかる	とおざかる	become distant		台風[たいふう]は<b> 遠[とお]ざかり</b>ました	The typhoon has passed.	7k	16	3
11508	体型	たいけい	figure	form	彼[かれ]は 理想[りそう]<b> 体型[たいけい]</b>だ	He has an ideal physique.	7k	24	10
11510	段取り	だんどり	plan	program, step	結婚式[けっこんしき]の<b> 段取[だんど]り</b>が 決[き]まった	The plans for the wedding have been laid out.	7k	27	5
11535	均一	きんいつ	equality	uniformity	送料[そうりょう]は 全国[ぜんこく]<b> 均一[きんいつ]</b>です	Postal fees are uniform across the whole country.	8k	31	2
11549	見下ろす	みおろす	look down		山[やま]の 頂上[ちょうじょう]からふもとを<b> 見下[みお]ろした</b>の。	I looked down on the foothills from the top of the mountain.	3k	4	4
11551	極限	きょくげん	limit	utmost limits	疲労[ひろう]は<b> 極限[きょくげん]</b>に 達[たっ]していた	Our tiredness reached its limit.	8k	27	9
11577	祖先	そせん	ancestor		犬[いぬ]も 猫[ねこ]も<b> 祖先[そせん]</b>は 同[おな]じ 動物[どうぶつ]らしいよ。	I hear that the ancestor of dogs and cats is the same animal.	6k	32	5
11578	入賞	にゅうしょう	winning a prize		写真[しゃしん]コンテストに<b> 入賞[にゅうしょう]</b>しました	I won the photograph contest.	9k	13	3
11579	生前	せいぜん	during one's lifetime		これは<b> 生前[せいぜん]</b> 彼[かれ]が 使[つか]っていたものです	This is what he used during his life.	7k	6	6
11580	ポット	ポット	pot	thermos	お 湯[ゆ]は<b>ポット</b>に 入[はい]っています。	There's some hot water in the thermos pot.	3k 	3	8
11581	這う	はう	crawl	creep	毛虫[けむし]が 枝[えだ]を<b>這[は]って</b>いる	The caterpillar is creeping along the branch.	10k	61	5
11583	ストーブ	ストーブ	stove		うちではまだ<b>ストーブ</b>を 使[つか]っています。	We are still using a stove in our house.	6k 	6	9
11586	途切れる	とぎれる	break	pause	ずっと 聞[き]こえていたセミの 声[こえ]がふと<b> 途切[とぎ]れた	The song of the cicada that I had been listening to for some time suddenly stopped.	9k	27	1
11592	定まる	さだまる	be decided	be settled	次[つぎ]の 会議[かいぎ]の 日程[にってい]が<b> 定[さだ]まった	The schedule of the following meeting has been decided.	7k	9	8
11600	発散	はっさん	emission	radiation / letting feelings out;  emitting;  emanating;  divergence (physics)	カラオケでストレスを<b> 発散[はっさん]</b>しましょう	Let's relieve stress by doing karaoke	9k	31	4
11601	紅白	こうはく	red and white		会場[かいじょう]に<b> 紅白[こうはく]</b>の 幕[まく]が 掛[か]かっています	Curtains with red and white stripes are hanging in the hall.	10k	34	3
11603	どっと	どっと	burst	(out laughing etc.)	観衆[かんしゅう]が<b>どっと</b> 笑[わら]ったんだ。	The audience burst out laughing.	5k 	5	8
11607	独断	どくだん	dogmatism		彼[かれ]は 何[なん]でも<b> 独断[どくだん]</b>で 決[き]めてしまいます	He decides everything by himself.	9k	26	2
11609	暮れ	くれ	dusk	the end (of a season or a year)	<b> 暮[く]れ</b>は 用事[ようじ]が 多[おお]くて 忙[いそが]しいです。	I'm busy with a lot of things at the end of the year.	6k	33	5
11615	真夜中	まよなか	midnight	middle of the night	彼[かれ]は<b> 真夜中[まよなか]</b>に 帰[かえ]ってきたの。	He came back at midnight.	4k	16	5
11625	有りのまま	ありのまま	as it is	without any change	<b>ありのまま</b>を 話[はな]してください。	Please tell me the story as it is.	6k 	6	9
11633	一部分	いちぶぶん	part	portion	僕[ぼく]が 知[し]っているのは<b> 一[いち] 部分[ぶぶん]</b>にすぎない。	What I know is only the portion of it.	3k	9	5
11636	種目	しゅもく	item	event	その 選手[せんしゅ]は２<b> 種目[しゅもく]</b>でメダルを 取[と]ったわ。	The athlete won medals in two events.	4k	18	6
11639	切り捨てる	きりすてる	cut down	omit / to cut down;  to slay / to truncate;  to round down;  to round off / to omit;  to discard;  to cast away	小数点[しょうすうてん] 以下[いか]は<b> 切り捨[きりす]てて</b> 下[くだ]さい	Please round down to the nearest whole number.	8k	32	7
11646	引き出し	ひきだし	drawer		財布[さいふ]は<b> 引[ひ]き 出[だ]し</b>の 中[なか]にあります。	My purse is in the drawer.	1k	3	8
11648	大金	たいきん	large amount of money		このかばんには<b> 大金[たいきん]</b>が 入[はい]っています。	This bag contains a lot of money.	3k	5	1
11652	乗用車	じょうようしゃ	automobile		日本[にほん] 製[せい]の<b> 乗用車[じょうようしゃ]</b>は 人気[にんき]があります	Japanese-made passenger cars are popular.	7k	9	8
11655	長生き	ながいき	long life	longevity	この 村[むら]の 人[ひと]たちは<b> 長生[ながい]き</b>です。	People in this village live a long life.	3k	6	9
11657	近寄る	ちかよる	go near	approach	彼[かれ]に<b> 近寄[ちかよ]らないで</b>。	Don't go near him!	5k	29	6
11660	中堅	ちゅうけん	nucleus	the mainstay	彼[かれ]は<b> 中堅[ちゅうけん]</b> 社員[しゃいん]だ	He is mid-career.	10k	42	2
11664	国税	こくぜい	national tax		所得[しょとく] 税[ぜい]は<b> 国税[こくぜい]</b>のひとつです	Income tax is one of the national taxes.	7k	21	9
11666	戦死	せんし	death in war		祖父[そふ]は<b> 戦死[せんし]</b>しました。	My grandfather died in the war.	5k	11	4
11667	一段落	いちだんらく	end of chapter	pause	仕事[しごと]が<b> 一段落[いちだんらく]</b>しました	The first stage of the job is finished.	8k	27	7
11676	財界	ざいかい	business world		彼[かれ]は<b> 財界[ざいかい]</b>でも 有名[ゆうめい]な 人物[じんぶつ]だ	He is famous in the financial world.	9k	19	3
11678	老化	ろうか	aging		誰[だれ]も<b> 老化[ろうか]</b>は 避[さ]けられない	No one can avoid getting old.	10k	11	1
11681	大雪	おおゆき	heavy snow		１０ 年[ねん]ぶりの<b> 大雪[おおゆき]</b>です。	We're having the heaviest snow in ten years.	3k	7	1
11682	花束	はなたば	flower bouquet		卒業[そつぎょう] 式[しき]に<b> 花束[はなたば]</b>をもらいました。	I got a flower bouquet at my graduation ceremony.	4k	14	3
11687	低音	ていおん	bass	low-pitched sound	彼[かれ]の 声[こえ]は<b> 低音[ていおん]</b>が 魅力[みりょく]です	His deep voice is entrancing.	7k	11	10
11691	撫でる	なでる	stroke	pat	猫[ねこ]の 頭[あたま]を<b>なでて</b>あげた。	I patted the cat's head.	5k 	5	8
11716	うろうろ	うろうろ	wander	hover around	その 男[おとこ]はロビーをしばらく<b>うろうろ</b>していたよ。	The man was wandering about the lobby for a while.	3k 	3	3
11718	懐疑	かいぎ	doubt	skepticism	彼女[かのじょ]は 結婚[けっこん]に 関[かん]してとても<b> 懐疑[かいぎ]</b> 的[てき]だ	She was very skeptical about marriage.	10k	30	1
11725	上着	うわぎ	outerwear	coat jacket	暑[あつ]いので<b> 上着[うわぎ]</b>を 脱[ぬ]ぎました。	I took my jacket off because it was hot.	1k	12	10
11741	ぱっと	ぱっと	suddenly	quickly	彼女[かのじょ]は<b>ぱっと</b> 目[め]を 開[ひら]いた。	She opened her eyes suddenly.	6k 	6	6
11745	重たい	おもたい	heavy		この 鞄[かばん]は<b> 重[おも]たい</b>です。	This bag is heavy.	3k	9	8
11747	和平	わへい	peace		両国[りょうこく]は<b> 和平[わへい]</b> 交渉[こうしょう]をしている	The two countries are engaged in peace talks.	8k	9	2
11758	弱る	よわる	weaken	be debilitated	彼[かれ]は 病気[びょうき]で<b> 弱[よわ]って</b>いるんだ。	He's been getting weaker due to his illness.	3k	7	10
11781	無能	むのう	incompetent	incapable	彼[かれ]は<b> 無能[むのう]</b>だ。	He's incapable.	3k	17	8
11790	衣類	いるい	clothes (category)		<b> 衣類[いるい]</b>の 整理[せいり]をしたよ。	I sorted out my clothes.	6k	41	8
11796	南西	なんせい	southwest		ここから<b> 南西[なんせい]</b>に 進[すす]むと 村[むら]があります。	You'll see a village if you go in the southwest direction from here.	3k	6	3
11805	名門	めいもん	distinguished family or school		彼女[かのじょ]は<b> 名門[めいもん]</b>の 音楽[おんがく] 学校[がっこう]を 卒業[そつぎょう]した	She graduated from a well-known music college.	7k	16	5
11810	立ち去る	たちさる	leave	quit	彼[かれ]は 無言[むごん]で<b> 立ち去[たちさ]った	He left silently.	8k	4	2
11814	熱気	ねっき	fevered air	hot air	会場[かいじょう]は<b> 熱気[ねっき]</b>に 包[つつ]まれています	Excitement filled the hall.	7k	13	4
11818	謳う	うたう	express	stipulate	その 製品[せいひん]は「 地球[ちきゅう]に 優[やさ]しい」と<b>謳[うた]って</b>いる	The product boasts that it is &quot;environmentally friendly.&quot;	10k	61	6
11832	当人	とうにん	person in question		<b> 当人[とうにん]</b>は 意外[いがい]に 平気[へいき]なようね。	The person in question seems to be surprisingly cool about it.	4k	5	1
11835	白紙	はくし	blank sheet of paper		テストを<b> 白紙[はくし]</b>で 出[だ]したの。	I handed in my test in blank.	4k	7	5
11843	苺	いちご	strawberry		この<b>いちご</b>はとても 甘[あま]い。	This strawberry is very sweet.	2k	2	7
11845	漕ぐ	こぐ	row		彼[かれ]らは 交代[こうたい]でボートを<b>こいだ</b>んだ。	They took turns rowing the boat.	5k 	5	7
11848	先入観	せんにゅうかん	bias	preconception	<b>先入観[せんにゅうかん]</b>を 基[もと]に 判断[はんだん]してはいけません	Do not judge things based on preconceptions.	8k	22	7
11877	波長	はちょう	wavelength		私[わたし]と 彼女[かのじょ]はとても<b> 波長[はちょう]</b>が 合[あ]う	She and I are on the same wavelength.	8k	11	7
11894	肘	ひじ	elbow		彼[かれ]は<b> 肘[ひじ]</b>に 怪我[けが]をした。	He injured his elbow.	2k	61	10
11898	缶詰	かんづめ	canned food		<b> 缶詰[かんづめ]</b>のフルーツはとても 甘[あま]い。	Canned fruit is very sweet.	2k	44	10
11910	難点	なんてん	difficult point	weakness	この 家[いえ]は 都心[としん]から 遠[とお]いのが<b> 難点[なんてん]</b>だ	It's a drawback that this house is so far from the city center.	7k	20	6
11911	固執	こしつ	adherence	persistence / adherence (e.g. to ideas, beliefs, a pet theory) (negative nuance);  persistence;  insistence;  stubbornness	順位[じゅんい]に<b> 固執[こしつ]</b>せずゲームを 楽[たの]しみたい	I want to enjoy the game without insisting on the order.	10k	37	4
11915	貸し出し	かしだし	lending service	checking out	その 本[ほん]は<b> 貸[か]し 出[だ]し</b>していません。	That book can't be checked out.	4k	27	2
11925	立ち読み	たちよみ	browsing		<b>立ち読[たちよ]み</b>はしないでください	Don't stand reading the books.	7k	10	9
11928	追伸	ついしん	P.S.		<b> 追伸[ついしん]</b>、お 兄[にい]さんはお 元気[げんき]ですか。	P.S. How is your older brother?	5k	36	10
11930	釘	くぎ	nail	spike	<b> 釘[くぎ]</b>を 踏[ふ]んでケガをしました。	I injured myself stepping on a nail.	6k	61	5
11938	短大	たんだい	junior college		妹[いもうと]は<b> 短大[たんだい]</b>を 卒業[そつぎょう]しました。	My little sister graduated from junior college.	3k	12	5
11949	見掛け	みかけ	looks	appearance	彼[かれ]は<b> 見[み]かけ</b>によらず 優[やさ]しいね。	He's kind despite his appearance.	3k	4	4
11952	売店	ばいてん	booth	shop	駅[えき]の<b> 売店[ばいてん]</b>で 雑誌[ざっし]を 買[か]った。	I bought a magazine at a shop in the station.	1k	6	6
11967	コンセント	コンセント	outlet		プラグを<b>コンセント</b>に 挿[さ]し 込[こ]んだよ。	I put the plug into the outlet.	5k 	5	7
11983	称する	しょうする	name	pretend / to take the name of;  to call oneself / to pretend;  to feign;  to purport	国産[こくさん]と<b> 称[しょう]</b>する</b> 製品[せいひん]に 疑[うたが]わしいものがある	There is doubt about some so-called domestic products.	10k	38	1
11987	囁く	ささやく	whisper		「この 会議[かいぎ]は 退屈[たいくつ]だ」と 同僚[どうりょう]が 私[わたし]に<b>ささやいた</b>の。	This meeting is boring, my colleague whispered to me.	5k 	5	8
11988	不都合	ふつごう	inconvenience		メールの 受信[じゅしん]に<b> 不都合[ふつごう]</b>が 起[お]きている	There is a problem with receiving emails.	7k	12	5
11993	測量	そくりょう	measurement	surveying	土地[とち]を 売[う]る 前[まえ]に<b> 測量[そくりょう]</b>をする 必要[ひつよう]がある	It is necessary to measure it before the land is sold.	7k	35	5
11995	パンダ	パンダ	panda		<b>パンダ</b>は 笹[ささ]を 食[た]べます。	Pandas eat bamboo grass.	6k 	6	6
11996	度々	たびたび	often		彼[かれ]から<b> 度々[たびたび]</b>メールがきます。	I often get emails from him.	1k	9	5
11997	行き来	いきき	comings and goings		最近[さいきん] 彼[かれ]のところに<b> 行[い]き 来[き]</b>してないの。	I haven't been to his place lately.	3k	5	1
12020	深み	ふかみ	depth	profundity	醤油[しょうゆ]を 入[い]れたら 味[あじ]に<b> 深[ふか]み</b>が 出[で]た	Adding soy sauce gave it a richer taste.	8k	12	7
12045	プロテスタント	プロテスタント	Protestant		友人[ゆうじん]は<b>プロテスタント</b> 信者[しんじゃ]です	My friend is a Protestant.	9k 	9	3
12047	知らせ	しらせ	notice	news	今日[きょう]、 合格[ごうかく]の<b> 知[し]らせ</b>をもらいました。	Today I received a notice that I passed.	3k	6	8
12049	抱っこ	だっこ	hug	(child's) hug;  carrying a baby in one's arms;  carrying a pet in one's arms;	私[わたし]は 娘[むすめ]を<b> 抱[だ]っこ</b>した	I cuddled with my daughter.	9k	37	9
12053	夜景	やけい	night view		車窓[しゃそう]からの<b> 夜景[やけい]</b>がロマンチックだ	The night view from the car window is romantic.	8k	25	8
12054	生計	せいけい	livelihood	living	彼[かれ]は 株[かぶ]で<b> 生計[せいけい]</b>を 立[た]てている	He is making a living by stocks.	7k	15	6
12055	発熱	はつねつ	heat generation	getting a fever	娘[むすめ]が 突然[とつぜん]、<b> 発熱[はつねつ]</b>したんだ。	My daughter got a fever all of a sudden.	4k	13	5
12057	区切る	くぎる	divide	partition	フロアはパーティションで<b> 区切[くぎ]られて</b>います。	The floor is divided by partitions.	4k	15	3
12066	自明	じめい	obvious	self-evident	悪[わる]い 行[おこな]いをすれば 罰[ばち]を 受[う]けるのは<b> 自明[じめい]</b>の 理[り]だ	It's self-evident that if you do a bad deed, you will be punished.	8k	6	1
12067	境内	けいだい	grounds		子供[こども]のころ 神社[じんじゃ]の<b> 境内[けいだい]</b>で 遊[あそ]びました	I played inside the Shinto shrine grounds when I was a child.	8k	24	7
12069	帰す	かえす	send (someone) home		学校[がっこう]は 生徒[せいと]たちを 午前[ごぜん] 中[ちゅう]に<b> 帰[かえ]した</b>ね。	The school sent the students home in the morning.	3k	15	1
12076	放る	ほうる	fling	throw	ボールを 空中[くうちゅう]に<b> 放[ほう]った</b>の。	I threw a ball in the air.	6k	11	5
12084	植木	うえき	garden plant		<b> 植木[うえき]</b>に 水[みず]をやりました。	I watered the plant.	6k	12	5
12089	鞄	かばん	bag	handbag	その 黒[くろ]い<b> 鞄[かばん]</b>は 僕[ぼく]のです。	The black briefcase is mine.	2k	61	10
12092	仕立てる	したてる	prepare	tailor	新[あたら]しいスーツを<b> 仕立[した]てて</b>もらった	I had a new suit tailored.	7k	4	9
12094	当て	あて	aim	hopes	彼女[かのじょ]は 余[あま]り<b> 当[あ]て</b>にできない	One cannot rely on her very much.	7k	5	7
12097	不平等	ふびょうどう	unequal	unfair	職場[しょくば]での 男女[だんじょ]<b> 不平等[ふびょうどう]</b>はよく 見[み]られるね。	Gender inequality in workplace is rather common.	4k	18	9
12104	ハンバーガー	ハンバーガー	hamburger		今日[きょう]の 昼[ひる]ご 飯[はん]は<b>ハンバーガー</b>でした。	I had a hamburger for lunch today.	2k	2	4
12107	葡萄	ぶどう	grapes		私[わたし]は<b>ぶどう</b>が 好[す]きです。	I like grapes.	2k	2	2
12108	艶	つや	charm	gloss	家具[かぐ]を 磨[みが]いて<b>艶[つや]</b>を 出[だ]しました	I polished the furniture and brought out the sheen.	9k	61	10
12109	下流	かりゅう	downstream		<b> 下流[かりゅう]</b>に 小[ちい]さな 滝[たき]があるよ。	There is a small waterfall downstream.	5k	12	5
12111	かじる	かじる	nibble	bite	弟[おとうと]は 美味[おい]しそうにりんごを<b>かじって</b>いたよ。	My little brother enjoyed nibbling an apple.	3k 	3	3
12121	日和	ひより	fine weather	weather	今日[きょう]は 最高[さいこう]の 洗濯[せんたく]<b> 日和[びより]</b>です	It is perfect weather for washing today.	8k	9	1
12122	甘味	あまみ	sweetness		このぶどうは<b> 甘味[あまみ]</b>があって 美味[おい]しい	This grape is sweet and delicious.	7k	36	3
12130	顎	あご	jaw	chin	<b> 顎[あご]</b>が 痛[いた]い。	My jaw hurts.	2k	61	10
12135	月日	つきひ	time	days	<b> 月日[つきひ]</b>が 経[た]つのは 早[はや]いものです。	Time flies.	3k	2	1
12135	月日	がっぴ	month and date		ここに 生年[せいねん]<b> 月日[がっぴ]</b>を 記入[きにゅう]してください。	Please write your date of birth here.	3k	2	1
12139	スプレー	スプレー	atomizer	spray	このヘアー<b>スプレー</b>は 香[かお]りがいい	This hairspray smells nice.	7k 	7	9
12143	長引く	ながびく	be prolonged	drag on	会議[かいぎ]が<b> 長引[ながび]いて</b>いるようです。	The meeting seems to be dragging on.	3k	6	10
12149	学費	がくひ	tuition		彼[かれ]はアルバイトをして<b> 学費[がくひ]</b>を 稼[かせ]いだんだ。	He earned his tuition money by working part-time.	3k	22	10
12156	知らせる	しらせる	let know	inform	皆[みんな]に 会議[かいぎ]の 日[ひ]にちを<b> 知[し]らせた</b>。	I informed everyone of the date of the meeting.	1k	6	7
12160	読み書き	よみかき	reading and writing		息子[むすこ]は 学校[がっこう]で<b> 読[よ]み 書[か]き</b>を 勉強[べんきょう]しています。	My son is learning reading and writing skills at school.	3k	16	4
12164	せっせと	せっせと	diligently	hard	彼[かれ]は 朝[あさ]から 晩[ばん]まで<b>せっせと</b> 働[はたら]いたの。	He worked hard from morning till night.	3k 	3	3
12171	直撃	ちょくげき	direct hit		台風[たいふう]がその 島[しま]を<b> 直撃[ちょくげき]</b>した	The typhoon hit the island directly.	9k	28	6
12189	歯止め	はどめ	brake	drag	その 薬[くすり]は 病気[びょうき]の 進行[しんこう]に<b> 歯止[はど]め</b>をかけた	The medicine halted the progression of the disease.	8k	12	2
12194	疑わしい	うたがわしい	doubtful	suspicious	<b> 疑[うたが]わしい</b> 場所[ばしょ]は 全部[ぜんぶ] 調[しら]べよう。	Let's search in all the suspicious places.	6k	13	9
12200	中途	ちゅうと	halfway		私[わたし]は<b> 中途[ちゅうと]</b> 採用[さいよう]で 入社[にゅうしゃ]しました。	I joined the company as a mid-career worker.	5k	27	9
12203	買い手	かいて	buyer	customer	その 土地[とち]に<b> 買い手[かいて]</b>が 付[つ]いた	There is a buyer for that land.	7k	8	2
12204	ロッカー	ロッカー	locker		荷物[にもつ]を 駅[えき]の<b>ロッカー</b>に 入[い]れた。	I put my luggage in a locker at the station.	5k 	5	7
12212	横切る	よこぎる	cut across		目[め]の 前[まえ]を 猫[ねこ]が<b> 横切[よこぎ]った</b>んだ。	A cat cut across in front of me.	5k	10	7
12214	細工	さいく	workmanship		この 棚[たな]にはとても 美[うつく]しい<b> 細工[ざいく]</b>がしてある	Very beautiful work has been done on this shelf.	8k	17	10
12215	姓	せい	family name	surname	結婚[けっこん]して<b> 姓[せい]</b>が 変[か]わりました。	I got married and changed my family name.	6k	36	5
12226	大方	おおかた	almost	probably	<b>大方[おおかた]</b>の 人[ひと]がこの 案[あん]に 賛成[さんせい]している	Most people agree with this idea.	7k	3	3
12227	技師	ぎし	engineer	technician	彼[かれ]はレントゲン<b> 技師[ぎし]</b>です。	He is a radiographer.	6k	23	5
12236	心中	しんちゅう	heart	mind	<b>心中[しんじゅう]</b>お 察[さっ]しします	I sympathize with you.	7k	3	4
12236	心中	しんじゅう	double suicide	lovers' suicide	その 二人[ふたり]は 親[おや]に 結婚[けっこん]を 反対[はんたい]され<b> 心中[しんじゅう]</b>した	The couple's marriage was opposed by their parents, so they committed suicide together.	7k	3	4
12244	棄却	ききゃく	rejection		私[わたし]の 案[あん]は<b> 棄却[ききゃく]</b>された	My idea was rejected.	10k	41	2
12256	運河	うんが	canal		その 町[まち]にはいくつもの<b> 運河[うんが]</b>がある	There are many canals in the town.	8k	26	7
12258	鉛	なまり	lead	(the metal)	<b>鉛[なまり]</b>は 体[からだ]に 毒[どく]です	Lead is poisonous.	9k	26	7
12259	夕暮れ	ゆうぐれ	dusk	twilight	<b> 夕暮[ゆうぐ]れ</b>の 空[そら]がきれいですね。	The twilight sky is beautiful.	6k	33	8
12261	レントゲン	レントゲン	X-rays		病院[びょういん]で<b>レントゲン</b>を 撮[と]ったよ。	I had X-rays taken at the hospital.	3k 	3	8
12262	夜空	よぞら	night sky		二人[ふたり]で<b> 夜空[よぞら]</b>を 見上[みあ]げたの。	The two of us looked up at the night sky.	3k	6	4
12278	口実	こうじつ	excuse	pretext	風邪[かぜ]を<b> 口実[こうじつ]</b>に 仕事[しごと]を 休[やす]んだ	I used my cold as an excuse for a day off work.	7k	9	9
